ticket_id,order_id,seat_id,ga_section_id,face_value,status,cancelled_at,cancel_type
681,284,3809,,72.6,ACTIVE,,
682,285,4135,,46.2,ACTIVE,,
683,286,4049,,46.2,ACTIVE,,
684,286,3779,,72.6,ACTIVE,,
685,287,3506,,110,ACTIVE,,
686,287,3439,,110,ACTIVE,,
687,287,3486,,110,ACTIVE,,
688,288,3972,,72.6,ACTIVE,,
689,288,4082,,46.2,ACTIVE,,
690,288,3767,,110,ACTIVE,,
691,288,3957,,72.6,ACTIVE,,
692,289,4144,,46.2,ACTIVE,,
693,289,3801,,72.6,ACTIVE,,
694,290,3870,,72.6,ACTIVE,,
695,290,4058,,46.2,ACTIVE,,
696,290,3880,,72.6,ACTIVE,,
697,291,4142,,46.2,ACTIVE,,
698,291,3910,,72.6,ACTIVE,,
699,291,3755,,110,ACTIVE,,
700,291,4116,,46.2,ACTIVE,,
701,292,3437,,110,ACTIVE,,
702,292,3735,,110,ACTIVE,,
703,293,3840,,72.6,ACTIVE,,
704,294,4113,,46.2,ACTIVE,,
705,295,3891,,72.6,ACTIVE,,
706,295,3579,,110,ACTIVE,,
707,295,3959,,72.6,ACTIVE,,
708,296,3855,,72.6,ACTIVE,,
709,297,3877,,72.6,ACTIVE,,
710,297,3808,,72.6,ACTIVE,,
711,298,3900,,72.6,ACTIVE,,
712,298,3689,,110,ACTIVE,,
713,299,3530,,110,ACTIVE,,
714,300,3803,,72.6,ACTIVE,,
715,301,3669,,110,ACTIVE,,
716,302,3810,,72.6,ACTIVE,,
717,302,3722,,110,ACTIVE,,
718,302,4131,,46.2,ACTIVE,,
719,302,3798,,72.6,ACTIVE,,
720,303,3721,,110,ACTIVE,,
721,303,3794,,72.6,ACTIVE,,
722,304,3473,,110,ACTIVE,,
723,304,3541,,110,ACTIVE,,
724,304,4133,,46.2,ACTIVE,,
725,305,3523,,110,ACTIVE,,
726,305,3882,,72.6,ACTIVE,,
727,306,3583,,110,ACTIVE,,
728,307,4095,,46.2,ACTIVE,,
729,307,3871,,72.6,ACTIVE,,
730,307,4101,,46.2,ACTIVE,,
731,307,4012,,46.2,ACTIVE,,
732,308,3991,,46.2,ACTIVE,,
733,308,4136,,46.2,ACTIVE,,
734,308,3939,,72.6,ACTIVE,,
735,308,3993,,46.2,ACTIVE,,
736,309,3947,,72.6,ACTIVE,,
737,309,3448,,110,ACTIVE,,
738,309,4088,,46.2,ACTIVE,,
739,310,3678,,110,ACTIVE,,
740,310,3555,,110,ACTIVE,,
741,310,3827,,72.6,ACTIVE,,
742,311,3943,,72.6,ACTIVE,,
743,311,3918,,72.6,ACTIVE,,
744,311,4045,,46.2,ACTIVE,,
745,312,3816,,72.6,ACTIVE,,
746,313,3593,,110,ACTIVE,,
747,314,3549,,110,ACTIVE,,
748,315,3462,,110,ACTIVE,,
749,315,3444,,110,ACTIVE,,
750,316,3764,,110,ACTIVE,,
751,316,4041,,46.2,ACTIVE,,
752,316,3585,,110,ACTIVE,,
753,317,3612,,110,ACTIVE,,
754,318,3844,,72.6,ACTIVE,,
755,319,3970,,72.6,ACTIVE,,
756,320,4106,,46.2,ACTIVE,,
757,320,3905,,72.6,ACTIVE,,
758,320,3901,,72.6,ACTIVE,,
759,320,3694,,110,ACTIVE,,
760,321,3468,,110,ACTIVE,,
761,322,3625,,110,ACTIVE,,
762,323,3842,,72.6,ACTIVE,,
763,324,4099,,46.2,ACTIVE,,
764,324,3601,,110,ACTIVE,,
765,325,3499,,110,ACTIVE,,
766,326,3703,,110,ACTIVE,,
767,327,3642,,110,ACTIVE,,
768,327,3505,,110,ACTIVE,,
769,327,3699,,110,ACTIVE,,
770,328,3751,,110,ACTIVE,,
771,328,3595,,110,ACTIVE,,
772,328,4121,,46.2,ACTIVE,,
773,329,4026,,46.2,ACTIVE,,
774,330,4061,,46.2,ACTIVE,,
775,330,3665,,110,ACTIVE,,
776,331,3866,,72.6,ACTIVE,,
777,332,3705,,110,ACTIVE,,
778,332,3435,,110,ACTIVE,,
779,333,3980,,72.6,ACTIVE,,
780,333,3620,,110,ACTIVE,,
781,333,3733,,110,ACTIVE,,
782,334,3447,,110,ACTIVE,,
783,334,3496,,110,ACTIVE,,
784,335,3440,,110,ACTIVE,,
785,335,4123,,46.2,ACTIVE,,
786,335,3590,,110,ACTIVE,,
787,335,3580,,110,ACTIVE,,
788,336,3657,,110,ACTIVE,,
789,336,4000,,46.2,ACTIVE,,
790,337,4132,,46.2,ACTIVE,,
791,337,4115,,46.2,ACTIVE,,
792,337,3715,,110,ACTIVE,,
793,338,4065,,46.2,ACTIVE,,
794,338,3931,,72.6,ACTIVE,,
795,339,3992,,46.2,ACTIVE,,
796,340,3629,,110,ACTIVE,,
797,341,3744,,110,ACTIVE,,
798,341,4002,,46.2,ACTIVE,,
799,341,3883,,72.6,ACTIVE,,
800,341,3700,,110,ACTIVE,,
801,342,3742,,110,ACTIVE,,
802,342,3655,,110,ACTIVE,,
803,342,4073,,46.2,ACTIVE,,
804,343,3618,,110,ACTIVE,,
805,344,3477,,110,ACTIVE,,
806,344,3451,,110,ACTIVE,,
807,345,3874,,72.6,ACTIVE,,
808,345,3624,,110,ACTIVE,,
809,345,3724,,110,ACTIVE,,
810,345,3948,,72.6,ACTIVE,,
811,346,3857,,72.6,ACTIVE,,
812,346,3966,,72.6,ACTIVE,,
813,346,3979,,72.6,ACTIVE,,
814,346,3494,,110,ACTIVE,,
815,347,3465,,110,ACTIVE,,
816,347,4047,,46.2,ACTIVE,,
817,348,3940,,72.6,ACTIVE,,
818,348,3480,,110,ACTIVE,,
819,349,3876,,72.6,ACTIVE,,
820,349,3545,,110,ACTIVE,,
821,350,3692,,110,ACTIVE,,
822,350,3563,,110,ACTIVE,,
823,351,3825,,72.6,ACTIVE,,
824,351,3614,,110,ACTIVE,,
825,351,3586,,110,ACTIVE,,
826,352,3732,,110,ACTIVE,,
827,352,4027,,46.2,ACTIVE,,
828,353,3729,,110,ACTIVE,,
829,353,4036,,46.2,ACTIVE,,
830,354,3912,,72.6,ACTIVE,,
831,354,3737,,110,ACTIVE,,
832,354,3648,,110,ACTIVE,,
833,354,3776,,72.6,ACTIVE,,
834,355,3641,,110,ACTIVE,,
835,355,4124,,46.2,ACTIVE,,
836,355,4029,,46.2,ACTIVE,,
837,355,3758,,110,ACTIVE,,
838,356,3556,,110,ACTIVE,,
839,356,3643,,110,ACTIVE,,
840,357,3796,,72.6,ACTIVE,,
841,357,3934,,72.6,ACTIVE,,
842,358,3952,,72.6,ACTIVE,,
843,358,3697,,110,ACTIVE,,
844,359,7299,,39.6,ACTIVE,,
845,359,,22,60,ACTIVE,,
846,359,,22,60,ACTIVE,,
847,360,,22,60,ACTIVE,,
848,361,,22,60,ACTIVE,,
849,361,,22,60,ACTIVE,,
850,361,7251,,39.6,ACTIVE,,
851,361,,22,60,ACTIVE,,
852,362,7232,,39.6,ACTIVE,,
853,362,,22,60,ACTIVE,,
854,362,,22,60,ACTIVE,,
855,362,,22,60,ACTIVE,,
856,363,,22,60,ACTIVE,,
857,363,7266,,39.6,ACTIVE,,
858,363,,22,60,ACTIVE,,
859,364,,22,60,ACTIVE,,
860,364,,22,60,ACTIVE,,
861,364,7210,,39.6,ACTIVE,,
862,365,7304,,39.6,ACTIVE,,
863,365,,22,60,ACTIVE,,
864,365,,22,60,ACTIVE,,
865,365,,22,60,ACTIVE,,
866,366,7227,,39.6,ACTIVE,,
867,367,,22,60,ACTIVE,,
868,367,,22,60,ACTIVE,,
869,367,,22,60,ACTIVE,,
870,368,7287,,39.6,ACTIVE,,
871,368,,22,60,ACTIVE,,
872,368,,22,60,ACTIVE,,
873,368,,22,60,ACTIVE,,
874,369,,22,60,ACTIVE,,
875,370,,22,60,ACTIVE,,
876,370,,22,60,ACTIVE,,
877,370,,22,60,ACTIVE,,
878,370,,22,60,ACTIVE,,
879,371,,22,60,ACTIVE,,
880,371,,22,60,ACTIVE,,
881,371,7300,,39.6,ACTIVE,,
882,372,,22,60,ACTIVE,,
883,372,,22,60,ACTIVE,,
884,372,,22,60,ACTIVE,,
885,372,,22,60,ACTIVE,,
886,373,,22,60,ACTIVE,,
887,374,,22,60,ACTIVE,,
888,374,,22,60,ACTIVE,,
889,374,,22,60,ACTIVE,,
890,374,,22,60,ACTIVE,,
891,375,7228,,39.6,ACTIVE,,
892,375,,22,60,ACTIVE,,
893,375,7238,,39.6,ACTIVE,,
894,375,,22,60,ACTIVE,,
895,376,,22,60,ACTIVE,,
896,376,,22,60,ACTIVE,,
897,377,,22,60,ACTIVE,,
898,378,,22,60,ACTIVE,,
899,379,,22,60,ACTIVE,,
900,380,,22,60,ACTIVE,,
901,380,,22,60,ACTIVE,,
902,381,,22,60,ACTIVE,,
903,381,,22,60,ACTIVE,,
904,381,,22,60,ACTIVE,,
905,381,,22,60,ACTIVE,,
906,382,,22,60,ACTIVE,,
907,382,,22,60,ACTIVE,,
908,382,,22,60,ACTIVE,,
909,383,7305,,39.6,ACTIVE,,
910,383,,22,60,ACTIVE,,
911,384,,22,60,ACTIVE,,
912,384,,22,60,ACTIVE,,
913,385,,22,60,ACTIVE,,
914,385,7281,,39.6,ACTIVE,,
915,385,,22,60,ACTIVE,,
916,385,,22,60,ACTIVE,,
917,386,7235,,39.6,ACTIVE,,
918,386,,22,60,ACTIVE,,
919,386,,22,60,ACTIVE,,
920,386,7311,,39.6,ACTIVE,,
921,387,7315,,39.6,ACTIVE,,
922,387,,22,60,ACTIVE,,
923,387,,22,60,ACTIVE,,
924,388,,22,60,ACTIVE,,
925,388,,22,60,ACTIVE,,
926,388,,22,60,ACTIVE,,
927,388,7283,,39.6,ACTIVE,,
928,389,,22,60,ACTIVE,,
929,389,,22,60,ACTIVE,,
930,389,,22,60,ACTIVE,,
931,389,7246,,39.6,ACTIVE,,
932,390,,22,60,ACTIVE,,
933,390,,22,60,ACTIVE,,
934,391,,22,60,ACTIVE,,
935,391,,22,60,ACTIVE,,
936,391,,22,60,ACTIVE,,
937,392,,22,60,ACTIVE,,
938,392,,22,60,ACTIVE,,
939,393,7277,,39.6,ACTIVE,,
940,394,,22,60,ACTIVE,,
941,395,,22,60,ACTIVE,,
942,395,,22,60,ACTIVE,,
943,396,,22,60,ACTIVE,,
944,396,,22,60,ACTIVE,,
945,396,7237,,39.6,ACTIVE,,
946,396,7295,,39.6,ACTIVE,,
947,397,,22,60,ACTIVE,,
948,398,7296,,39.6,ACTIVE,,
949,398,,22,60,ACTIVE,,
950,398,,22,60,ACTIVE,,
951,398,,22,60,ACTIVE,,
952,399,7314,,39.6,ACTIVE,,
953,399,,22,60,ACTIVE,,
954,399,,22,60,ACTIVE,,
955,399,7225,,39.6,ACTIVE,,
956,400,,22,60,ACTIVE,,
957,400,,22,60,ACTIVE,,
958,400,7262,,39.6,ACTIVE,,
959,401,,22,60,ACTIVE,,
960,402,,22,60,ACTIVE,,
961,402,,22,60,ACTIVE,,
962,402,,22,60,ACTIVE,,
963,403,,22,60,ACTIVE,,
964,404,7269,,39.6,ACTIVE,,
965,405,7256,,39.6,ACTIVE,,
966,406,,22,60,ACTIVE,,
967,406,,22,60,ACTIVE,,
968,406,7243,,39.6,ACTIVE,,
969,407,,22,60,ACTIVE,,
970,408,,22,60,ACTIVE,,
971,408,,22,60,ACTIVE,,
972,408,7306,,39.6,ACTIVE,,
973,409,,22,60,ACTIVE,,
974,410,,22,60,ACTIVE,,
975,410,,22,60,ACTIVE,,
976,411,,22,60,ACTIVE,,
977,411,,22,60,ACTIVE,,
978,412,,22,60,ACTIVE,,
979,412,,22,60,ACTIVE,,
980,412,7267,,39.6,ACTIVE,,
981,413,,22,60,ACTIVE,,
982,413,,22,60,ACTIVE,,
983,413,,22,60,ACTIVE,,
984,414,,22,60,ACTIVE,,
985,414,,22,60,ACTIVE,,
986,415,,22,60,ACTIVE,,
987,415,,22,60,ACTIVE,,
988,415,,22,60,ACTIVE,,
989,416,,22,60,ACTIVE,,
990,416,7297,,39.6,ACTIVE,,
991,416,,22,60,ACTIVE,,
992,416,,22,60,ACTIVE,,
993,417,,22,60,ACTIVE,,
994,418,,22,60,ACTIVE,,
995,419,,22,60,ACTIVE,,
996,419,,22,60,ACTIVE,,
997,419,,22,60,ACTIVE,,
998,419,,22,60,ACTIVE,,
999,420,,22,60,ACTIVE,,
1000,420,,22,60,ACTIVE,,
1001,421,,22,60,ACTIVE,,
1002,421,,22,60,ACTIVE,,
1003,422,,22,60,ACTIVE,,
1004,423,7286,,39.6,ACTIVE,,
1005,423,,22,60,ACTIVE,,
1006,423,,22,60,ACTIVE,,
1007,423,,22,60,ACTIVE,,
1008,424,,22,60,ACTIVE,,
1009,424,7254,,39.6,ACTIVE,,
1010,424,,22,60,ACTIVE,,
1011,425,,22,60,ACTIVE,,
1012,425,7240,,39.6,ACTIVE,,
1013,426,7303,,39.6,ACTIVE,,
1014,426,,22,60,ACTIVE,,
1015,427,,22,60,ACTIVE,,
1016,427,,22,60,ACTIVE,,
1017,427,,22,60,ACTIVE,,
1018,428,,22,60,ACTIVE,,
1019,429,,22,60,ACTIVE,,
1020,429,,22,60,ACTIVE,,
1021,429,,22,60,ACTIVE,,
1022,430,,22,60,ACTIVE,,
1023,430,,22,60,ACTIVE,,
1024,430,7230,,39.6,ACTIVE,,
1025,430,,22,60,ACTIVE,,
1026,431,,22,60,ACTIVE,,
1027,431,7220,,39.6,ACTIVE,,
1028,432,,22,60,ACTIVE,,
1029,433,,22,60,ACTIVE,,
1030,433,,22,60,ACTIVE,,
1031,433,,22,60,ACTIVE,,
1032,433,7248,,39.6,ACTIVE,,
1033,434,,22,60,ACTIVE,,
1034,434,7309,,39.6,ACTIVE,,
1035,434,,22,60,ACTIVE,,
1036,434,7212,,39.6,ACTIVE,,
1037,435,7288,,39.6,ACTIVE,,
1038,435,,22,60,ACTIVE,,
1039,435,,22,60,ACTIVE,,
1040,435,,22,60,ACTIVE,,
1041,436,,22,60,ACTIVE,,
1042,436,,22,60,ACTIVE,,
1043,436,,22,60,ACTIVE,,
1044,437,,22,60,ACTIVE,,
1045,437,,22,60,ACTIVE,,
1046,437,7234,,39.6,ACTIVE,,
1047,438,,22,60,ACTIVE,,
1048,439,,22,60,ACTIVE,,
1049,439,,22,60,ACTIVE,,
1050,439,,22,60,ACTIVE,,
1051,440,,22,60,ACTIVE,,
1052,440,,22,60,ACTIVE,,
1053,441,,22,60,ACTIVE,,
1054,441,,22,60,ACTIVE,,
1055,441,,22,60,ACTIVE,,
1056,441,7302,,39.6,ACTIVE,,
1057,442,,22,60,ACTIVE,,
1058,443,7219,,39.6,ACTIVE,,
1059,443,,22,60,ACTIVE,,
1060,443,,22,60,ACTIVE,,
1061,443,,22,60,ACTIVE,,
1062,444,,22,60,ACTIVE,,
1063,445,,22,60,ACTIVE,,
1064,445,,22,60,ACTIVE,,
1065,445,,22,60,ACTIVE,,
1066,446,,22,60,ACTIVE,,
1067,446,,22,60,ACTIVE,,
1068,447,,22,60,ACTIVE,,
1069,447,,22,60,ACTIVE,,
1070,447,,22,60,ACTIVE,,
1071,448,,22,60,ACTIVE,,
1072,449,7285,,39.6,ACTIVE,,
1073,449,,22,60,ACTIVE,,
1074,449,,22,60,ACTIVE,,
1075,449,,22,60,ACTIVE,,
1076,450,7301,,39.6,ACTIVE,,
1077,451,,22,60,ACTIVE,,
1078,451,7272,,39.6,ACTIVE,,
1079,452,,22,60,ACTIVE,,
1080,452,,22,60,ACTIVE,,
1081,452,,22,60,ACTIVE,,
1082,453,,22,60,ACTIVE,,
1083,453,,22,60,ACTIVE,,
1084,453,,22,60,ACTIVE,,
1085,453,,22,60,ACTIVE,,
1086,454,,22,60,ACTIVE,,
1087,454,,22,60,ACTIVE,,
1088,454,,22,60,ACTIVE,,
1089,454,,22,60,ACTIVE,,
1090,455,,22,60,ACTIVE,,
1091,455,,22,60,ACTIVE,,
1092,455,,22,60,ACTIVE,,
1093,455,,22,60,ACTIVE,,
1094,456,,22,60,ACTIVE,,
1095,456,,22,60,ACTIVE,,
1096,457,,22,60,ACTIVE,,
1097,457,7221,,39.6,ACTIVE,,
1098,457,,22,60,ACTIVE,,
1099,458,,22,60,ACTIVE,,
1100,458,7294,,39.6,ACTIVE,,
1101,458,,22,60,ACTIVE,,
1102,458,,22,60,ACTIVE,,
1103,459,,22,60,ACTIVE,,
1104,459,,22,60,ACTIVE,,
1105,459,,22,60,ACTIVE,,
1106,459,,22,60,ACTIVE,,
1107,460,,22,60,ACTIVE,,
1108,460,,22,60,ACTIVE,,
1109,461,7264,,39.6,ACTIVE,,
1110,462,,22,60,ACTIVE,,
1111,462,,22,60,ACTIVE,,
1112,462,,22,60,ACTIVE,,
1113,463,7218,,39.6,ACTIVE,,
1114,463,,22,60,ACTIVE,,
1115,464,,22,60,ACTIVE,,
1116,464,,22,60,ACTIVE,,
1117,465,,22,60,ACTIVE,,
1118,465,,22,60,ACTIVE,,
1119,466,,22,60,ACTIVE,,
1120,466,,22,60,ACTIVE,,
1121,466,,22,60,ACTIVE,,
1122,466,,22,60,ACTIVE,,
1123,467,,22,60,ACTIVE,,
1124,467,,22,60,ACTIVE,,
1125,468,,22,60,ACTIVE,,
1126,468,,22,60,ACTIVE,,
1127,468,7217,,39.6,ACTIVE,,
1128,469,,22,60,ACTIVE,,
1129,470,7223,,39.6,ACTIVE,,
1130,471,,22,60,ACTIVE,,
1131,472,,22,60,ACTIVE,,
1132,472,,22,60,ACTIVE,,
1133,472,7215,,39.6,ACTIVE,,
1134,473,,22,60,ACTIVE,,
1135,473,,22,60,ACTIVE,,
1136,474,,22,60,ACTIVE,,
1137,474,7239,,39.6,ACTIVE,,
1138,474,,22,60,ACTIVE,,
1139,474,,22,60,ACTIVE,,
1140,475,,22,60,ACTIVE,,
1141,476,,22,60,ACTIVE,,
1142,476,,22,60,ACTIVE,,
1143,476,,22,60,ACTIVE,,
1144,477,,22,60,ACTIVE,,
1145,477,,22,60,ACTIVE,,
1146,478,,22,60,ACTIVE,,
1147,478,,22,60,ACTIVE,,
1148,479,,22,60,ACTIVE,,
1149,480,,22,60,ACTIVE,,
1150,480,,22,60,ACTIVE,,
1151,480,,22,60,ACTIVE,,
1152,480,,22,60,ACTIVE,,
1153,481,,22,60,ACTIVE,,
1154,481,,22,60,ACTIVE,,
1155,481,,22,60,ACTIVE,,
1156,482,7247,,39.6,ACTIVE,,
1157,483,,22,60,ACTIVE,,
1158,483,7313,,39.6,ACTIVE,,
1159,483,,22,60,ACTIVE,,
1160,484,,22,60,ACTIVE,,
1161,484,,22,60,ACTIVE,,
1162,484,7241,,39.6,ACTIVE,,
1163,485,,22,60,ACTIVE,,
1164,485,,22,60,ACTIVE,,
1165,486,7255,,39.6,ACTIVE,,
1166,486,,22,60,ACTIVE,,
1167,486,,22,60,ACTIVE,,
1168,487,,22,60,ACTIVE,,
1169,488,,22,60,ACTIVE,,
1170,488,,22,60,ACTIVE,,
1171,489,7280,,39.6,ACTIVE,,
1172,489,,22,60,ACTIVE,,
1173,489,7253,,39.6,ACTIVE,,
1174,489,,22,60,ACTIVE,,
1175,490,,22,60,ACTIVE,,
1176,490,,22,60,ACTIVE,,
1177,491,,22,60,ACTIVE,,
1178,491,7244,,39.6,ACTIVE,,
1179,492,,22,60,ACTIVE,,
1180,492,,22,60,ACTIVE,,
1181,492,,22,60,ACTIVE,,
1182,493,,22,60,ACTIVE,,
1183,493,,22,60,ACTIVE,,
1184,493,,22,60,ACTIVE,,
1185,494,7226,,39.6,ACTIVE,,
1186,494,,22,60,ACTIVE,,
1187,494,,22,60,ACTIVE,,
1188,494,,22,60,ACTIVE,,
1189,495,,22,60,ACTIVE,,
1190,495,,22,60,ACTIVE,,
1191,496,,22,60,ACTIVE,,
1192,496,,22,60,ACTIVE,,
1193,497,7258,,39.6,ACTIVE,,
1194,497,,22,60,ACTIVE,,
1195,497,,22,60,ACTIVE,,
1196,497,,22,60,ACTIVE,,
1197,498,,22,60,ACTIVE,,
1198,498,7278,,39.6,ACTIVE,,
1199,498,7259,,39.6,ACTIVE,,
1200,499,,22,60,ACTIVE,,
1201,499,,22,60,ACTIVE,,
1202,499,7276,,39.6,ACTIVE,,
1203,499,7261,,39.6,ACTIVE,,
1204,500,,22,60,ACTIVE,,
1205,500,7275,,39.6,ACTIVE,,
1206,501,,22,60,ACTIVE,,
1207,501,,22,60,ACTIVE,,
1208,501,,22,60,ACTIVE,,
1209,502,7308,,39.6,ACTIVE,,
1210,502,7290,,39.6,ACTIVE,,
1211,502,7213,,39.6,ACTIVE,,
1212,502,,22,60,ACTIVE,,
1213,503,,22,60,ACTIVE,,
1214,503,,22,60,ACTIVE,,
1215,503,,22,60,ACTIVE,,
1216,504,,22,60,ACTIVE,,
1217,504,7271,,39.6,ACTIVE,,
1218,504,,22,60,ACTIVE,,
1219,505,,22,60,ACTIVE,,
1220,505,,22,60,ACTIVE,,
1221,505,,22,60,ACTIVE,,
1222,505,7289,,39.6,ACTIVE,,
1223,506,7233,,39.6,ACTIVE,,
1224,506,,22,60,ACTIVE,,
1225,507,7231,,39.6,ACTIVE,,
1226,508,7293,,39.6,ACTIVE,,
1227,508,7279,,39.6,ACTIVE,,
1228,508,,22,60,ACTIVE,,
1229,508,,22,60,ACTIVE,,
1230,509,,22,60,ACTIVE,,
1231,509,,22,60,ACTIVE,,
1232,509,,22,60,ACTIVE,,
1233,509,,22,60,ACTIVE,,
1234,510,,22,60,ACTIVE,,
1235,510,,22,60,ACTIVE,,
1236,511,,22,60,ACTIVE,,
1237,512,,22,60,ACTIVE,,
1238,512,,22,60,ACTIVE,,
1239,512,,22,60,ACTIVE,,
1240,512,7236,,39.6,ACTIVE,,
1241,513,,22,60,ACTIVE,,
1242,514,,22,60,ACTIVE,,
1243,515,,22,60,ACTIVE,,
1244,515,7245,,39.6,ACTIVE,,
1245,515,7291,,39.6,ACTIVE,,
1246,515,,22,60,ACTIVE,,
1247,516,,22,60,ACTIVE,,
1248,516,,22,60,ACTIVE,,
1249,516,,22,60,ACTIVE,,
1250,516,,22,60,ACTIVE,,
1251,517,,22,60,ACTIVE,,
1252,517,7273,,39.6,ACTIVE,,
1253,517,,22,60,ACTIVE,,
1254,517,,22,60,ACTIVE,,
1255,518,,22,60,ACTIVE,,
1256,518,,22,60,ACTIVE,,
1257,518,,22,60,ACTIVE,,
1258,518,7298,,39.6,ACTIVE,,
1259,519,7252,,39.6,ACTIVE,,
1260,520,,22,60,ACTIVE,,
1261,520,7284,,39.6,ACTIVE,,
1262,520,,22,60,ACTIVE,,
1263,521,,22,60,ACTIVE,,
1264,521,,22,60,ACTIVE,,
1265,521,,22,60,ACTIVE,,
1266,521,,22,60,ACTIVE,,
1267,522,,22,60,ACTIVE,,
1268,523,,22,60,ACTIVE,,
1269,523,7310,,39.6,ACTIVE,,
1270,523,,22,60,ACTIVE,,
1271,524,,22,60,ACTIVE,,
1272,524,,22,60,ACTIVE,,
1273,524,7312,,39.6,ACTIVE,,
1274,524,7316,,39.6,ACTIVE,,
1275,525,,22,60,ACTIVE,,
1276,526,,22,60,ACTIVE,,
1277,526,,22,60,ACTIVE,,
1278,526,,22,60,ACTIVE,,
1279,526,,22,60,ACTIVE,,
1280,527,,22,60,ACTIVE,,
1281,527,,22,60,ACTIVE,,
1282,528,,22,60,ACTIVE,,
1283,528,7282,,39.6,ACTIVE,,
1284,529,,22,60,ACTIVE,,
1285,530,,22,60,ACTIVE,,
1286,531,,22,60,ACTIVE,,
1287,531,7211,,39.6,ACTIVE,,
1288,531,,22,60,ACTIVE,,
1289,531,7260,,39.6,ACTIVE,,
1290,532,,22,60,ACTIVE,,
1291,532,7249,,39.6,ACTIVE,,
1292,532,,22,60,ACTIVE,,
1293,533,7268,,39.6,ACTIVE,,
1294,534,,22,60,ACTIVE,,
1295,534,,22,60,ACTIVE,,
1296,535,7265,,39.6,ACTIVE,,
1297,535,,22,60,ACTIVE,,
1298,535,,22,60,ACTIVE,,
1299,536,,22,60,ACTIVE,,
1300,536,7274,,39.6,ACTIVE,,
1301,536,,22,60,ACTIVE,,
1302,537,,22,60,ACTIVE,,
1303,538,,22,60,ACTIVE,,
1304,538,7257,,39.6,ACTIVE,,
1305,538,,22,60,ACTIVE,,
1306,538,,22,60,ACTIVE,,
1307,539,7250,,39.6,ACTIVE,,
1308,539,,22,60,ACTIVE,,
1309,539,,22,60,ACTIVE,,
1310,539,,22,60,ACTIVE,,
1311,540,,22,60,ACTIVE,,
1312,540,,22,60,ACTIVE,,
1313,540,7224,,39.6,ACTIVE,,
1314,541,,22,60,ACTIVE,,
1315,541,,22,60,ACTIVE,,
1316,541,,22,60,ACTIVE,,
1317,541,,22,60,ACTIVE,,
1318,542,7270,,39.6,ACTIVE,,
1319,542,,22,60,ACTIVE,,
1320,542,,22,60,ACTIVE,,
1321,542,7216,,39.6,ACTIVE,,
1322,543,,22,60,ACTIVE,,
1323,543,,22,60,ACTIVE,,
1324,544,,22,60,ACTIVE,,
1325,544,7292,,39.6,ACTIVE,,
1326,544,7307,,39.6,ACTIVE,,
1327,544,,22,60,ACTIVE,,
1328,545,,22,60,ACTIVE,,
1329,545,,22,60,ACTIVE,,
1330,545,,22,60,ACTIVE,,
1331,546,,22,60,ACTIVE,,
1332,546,,22,60,ACTIVE,,
1333,546,,22,60,ACTIVE,,
1334,547,,22,60,ACTIVE,,
1335,547,7209,,39.6,ACTIVE,,
1336,547,,22,60,ACTIVE,,
1337,547,7242,,39.6,ACTIVE,,
1338,548,,22,60,ACTIVE,,
1339,548,7222,,39.6,ACTIVE,,
1340,548,7263,,39.6,ACTIVE,,
1341,548,,22,60,ACTIVE,,
1342,549,,22,60,ACTIVE,,
1343,549,,22,60,ACTIVE,,
1344,550,7214,,39.6,ACTIVE,,
1345,550,,22,60,ACTIVE,,
1346,551,,22,60,ACTIVE,,
1347,551,,22,60,ACTIVE,,
1348,551,,22,60,ACTIVE,,
1349,551,,22,60,ACTIVE,,
1350,552,7229,,39.6,ACTIVE,,
1351,552,,22,60,ACTIVE,,
1352,553,3498,,110,ACTIVE,,
1353,554,3561,,110,ACTIVE,,
1354,554,3757,,110,ACTIVE,,
1355,555,3787,,72.6,ACTIVE,,
1356,555,3816,,72.6,ACTIVE,,
1357,555,3790,,72.6,ACTIVE,,
1358,555,3763,,110,ACTIVE,,
1359,556,3476,,110,ACTIVE,,
1360,557,3463,,110,ACTIVE,,
1361,557,3902,,72.6,ACTIVE,,
1362,557,3442,,110,ACTIVE,,
1363,558,3699,,110,ACTIVE,,
1364,559,3951,,72.6,ACTIVE,,
1365,559,3883,,72.6,ACTIVE,,
1366,559,3792,,72.6,ACTIVE,,
1367,560,4111,,46.2,ACTIVE,,
1368,560,3675,,110,ACTIVE,,
1369,560,3958,,72.6,ACTIVE,,
1370,561,4088,,46.2,ACTIVE,,
1371,562,3505,,110,ACTIVE,,
1372,562,4103,,46.2,ACTIVE,,
1373,562,3703,,110,ACTIVE,,
1374,563,3753,,110,ACTIVE,,
1375,563,4039,,46.2,ACTIVE,,
1376,564,3754,,110,ACTIVE,,
1377,564,3813,,72.6,ACTIVE,,
1378,564,3529,,110,ACTIVE,,
1379,564,3661,,110,ACTIVE,,
1380,565,4084,,46.2,ACTIVE,,
1381,565,4145,,46.2,ACTIVE,,
1382,565,3950,,72.6,ACTIVE,,
1383,565,3599,,110,ACTIVE,,
1384,566,3574,,110,ACTIVE,,
1385,566,4003,,46.2,ACTIVE,,
1386,567,4142,,46.2,ACTIVE,,
1387,567,3772,,72.6,ACTIVE,,
1388,568,3496,,110,ACTIVE,,
1389,568,3970,,72.6,ACTIVE,,
1390,569,3652,,110,ACTIVE,,
1391,569,3588,,110,ACTIVE,,
1392,569,3911,,72.6,ACTIVE,,
