ownership_id,ticket_id,owner_id,acquired_at,acquired_via
537,537,90,2026-05-05 12:00:00,PURCHASE
538,538,90,2026-05-05 12:00:00,PURCHASE
539,539,66,2026-04-24 12:00:00,PURCHASE
540,540,66,2026-04-24 12:00:00,PURCHASE
541,541,66,2026-04-24 12:00:00,PURCHASE
542,542,60,2026-05-16 12:00:00,PURCHASE
543,543,60,2026-05-16 12:00:00,PURCHASE
544,544,61,2026-05-14 12:00:00,PURCHASE
545,545,61,2026-05-14 12:00:00,PURCHASE
546,546,61,2026-05-14 12:00:00,PURCHASE
547,547,61,2026-05-14 12:00:00,PURCHASE
548,548,55,2026-04-26 12:00:00,PURCHASE
549,549,50,2026-04-28 12:00:00,PURCHASE
550,550,92,2026-05-13 12:00:00,PURCHASE
551,551,92,2026-05-13 12:00:00,PURCHASE
552,552,8,2026-05-22 12:00:00,PURCHASE
553,553,68,2026-05-06 12:00:00,PURCHASE
554,554,72,2026-05-07 12:00:00,PURCHASE
555,555,72,2026-05-07 12:00:00,PURCHASE
556,556,72,2026-05-07 12:00:00,PURCHASE
557,557,72,2026-05-07 12:00:00,PURCHASE
558,558,30,2026-05-12 12:00:00,PURCHASE
559,559,30,2026-05-12 12:00:00,PURCHASE
560,560,30,2026-05-12 12:00:00,PURCHASE
561,561,30,2026-05-12 12:00:00,PURCHASE
562,562,113,2026-05-11 12:00:00,PURCHASE
563,563,113,2026-05-11 12:00:00,PURCHASE
564,564,65,2026-04-28 12:00:00,PURCHASE
565,565,65,2026-04-28 12:00:00,PURCHASE
566,566,111,2026-05-01 12:00:00,PURCHASE
567,567,111,2026-05-01 12:00:00,PURCHASE
568,568,100,2026-05-17 12:00:00,PURCHASE
569,569,100,2026-05-17 12:00:00,PURCHASE
570,570,100,2026-05-17 12:00:00,PURCHASE
571,571,30,2026-05-19 12:00:00,PURCHASE
572,572,30,2026-05-19 12:00:00,PURCHASE
573,573,30,2026-05-19 12:00:00,PURCHASE
574,574,111,2026-05-03 12:00:00,PURCHASE
575,575,111,2026-05-03 12:00:00,PURCHASE
576,576,111,2026-05-03 12:00:00,PURCHASE
577,577,111,2026-05-03 12:00:00,PURCHASE
578,578,109,2026-05-14 12:00:00,PURCHASE
579,579,109,2026-05-14 12:00:00,PURCHASE
580,580,72,2026-05-21 12:00:00,PURCHASE
581,581,72,2026-05-21 12:00:00,PURCHASE
582,582,72,2026-05-21 12:00:00,PURCHASE
583,583,72,2026-05-21 12:00:00,PURCHASE
584,584,75,2026-05-14 12:00:00,PURCHASE
585,585,75,2026-05-14 12:00:00,PURCHASE
586,586,75,2026-05-14 12:00:00,PURCHASE
587,587,75,2026-05-14 12:00:00,PURCHASE
588,588,37,2026-04-28 12:00:00,PURCHASE
589,589,37,2026-04-28 12:00:00,PURCHASE
590,590,37,2026-04-28 12:00:00,PURCHASE
591,591,37,2026-04-28 12:00:00,PURCHASE
592,592,109,2026-04-30 12:00:00,PURCHASE
593,593,109,2026-04-30 12:00:00,PURCHASE
594,594,109,2026-04-30 12:00:00,PURCHASE
595,595,109,2026-04-30 12:00:00,PURCHASE
596,596,103,2026-04-30 12:00:00,PURCHASE
597,597,64,2026-05-18 12:00:00,PURCHASE
598,598,64,2026-05-18 12:00:00,PURCHASE
599,599,78,2026-05-14 12:00:00,PURCHASE
600,600,78,2026-05-14 12:00:00,PURCHASE
601,601,78,2026-05-14 12:00:00,PURCHASE
602,602,24,2026-05-17 12:00:00,PURCHASE
603,603,24,2026-05-02 12:00:00,PURCHASE
604,604,110,2026-05-21 12:00:00,PURCHASE
605,605,110,2026-05-21 12:00:00,PURCHASE
606,606,110,2026-05-21 12:00:00,PURCHASE
607,607,8,2026-05-03 12:00:00,PURCHASE
608,608,8,2026-05-03 12:00:00,PURCHASE
609,609,8,2026-05-03 12:00:00,PURCHASE
610,610,8,2026-05-03 12:00:00,PURCHASE
611,611,110,2026-05-08 12:00:00,PURCHASE
612,612,110,2026-05-08 12:00:00,PURCHASE
613,613,110,2026-05-08 12:00:00,PURCHASE
614,614,59,2026-05-13 12:00:00,PURCHASE
615,615,59,2026-05-13 12:00:00,PURCHASE
616,616,9,2026-05-14 12:00:00,PURCHASE
617,617,9,2026-05-14 12:00:00,PURCHASE
618,618,9,2026-05-14 12:00:00,PURCHASE
619,619,21,2026-05-01 12:00:00,PURCHASE
620,620,21,2026-05-01 12:00:00,PURCHASE
621,621,21,2026-05-01 12:00:00,PURCHASE
622,622,108,2026-05-08 12:00:00,PURCHASE
623,623,108,2026-05-08 12:00:00,PURCHASE
624,624,108,2026-05-08 12:00:00,PURCHASE
625,625,108,2026-05-08 12:00:00,PURCHASE
626,626,103,2026-05-09 12:00:00,PURCHASE
627,627,103,2026-05-09 12:00:00,PURCHASE
628,628,23,2026-05-08 12:00:00,PURCHASE
629,629,89,2026-04-24 12:00:00,PURCHASE
630,630,89,2026-04-24 12:00:00,PURCHASE
631,631,45,2026-04-23 12:00:00,PURCHASE
632,632,45,2026-04-23 12:00:00,PURCHASE
633,633,45,2026-04-23 12:00:00,PURCHASE
634,634,45,2026-04-23 12:00:00,PURCHASE
635,635,58,2026-05-10 12:00:00,PURCHASE
636,636,58,2026-05-10 12:00:00,PURCHASE
637,637,74,2026-04-29 12:00:00,PURCHASE
638,638,74,2026-04-29 12:00:00,PURCHASE
639,639,74,2026-04-29 12:00:00,PURCHASE
640,640,74,2026-04-29 12:00:00,PURCHASE
641,641,60,2026-05-10 12:00:00,PURCHASE
642,642,60,2026-05-10 12:00:00,PURCHASE
643,643,60,2026-05-10 12:00:00,PURCHASE
644,644,87,2026-05-15 12:00:00,PURCHASE
645,645,87,2026-05-15 12:00:00,PURCHASE
646,646,87,2026-05-15 12:00:00,PURCHASE
647,647,87,2026-05-15 12:00:00,PURCHASE
648,648,17,2026-04-24 12:00:00,PURCHASE
649,649,17,2026-04-24 12:00:00,PURCHASE
650,650,17,2026-04-24 12:00:00,PURCHASE
651,651,17,2026-04-24 12:00:00,PURCHASE
652,652,77,2026-05-09 12:00:00,PURCHASE
653,653,77,2026-05-09 12:00:00,PURCHASE
654,654,77,2026-05-09 12:00:00,PURCHASE
655,655,109,2026-04-23 12:00:00,PURCHASE
656,656,109,2026-04-23 12:00:00,PURCHASE
657,657,109,2026-04-23 12:00:00,PURCHASE
658,658,109,2026-04-23 12:00:00,PURCHASE
659,659,61,2026-04-26 12:00:00,PURCHASE
660,660,70,2026-04-30 12:00:00,PURCHASE
661,661,70,2026-04-30 12:00:00,PURCHASE
662,662,70,2026-04-30 12:00:00,PURCHASE
663,663,73,2026-05-20 12:00:00,PURCHASE
664,664,73,2026-05-20 12:00:00,PURCHASE
665,665,73,2026-05-20 12:00:00,PURCHASE
666,666,104,2026-05-06 12:00:00,PURCHASE
667,667,52,2026-05-19 12:00:00,PURCHASE
668,668,52,2026-05-19 12:00:00,PURCHASE
669,669,52,2026-05-19 12:00:00,PURCHASE
670,670,52,2026-05-19 12:00:00,PURCHASE
671,671,90,2026-04-23 12:00:00,PURCHASE
672,672,90,2026-04-23 12:00:00,PURCHASE
673,673,47,2026-05-02 12:00:00,PURCHASE
674,674,47,2026-05-02 12:00:00,PURCHASE
675,675,43,2026-05-13 12:00:00,PURCHASE
676,676,10,2026-05-22 12:00:00,PURCHASE
677,677,10,2026-05-22 12:00:00,PURCHASE
678,678,83,2026-05-09 12:00:00,PURCHASE
679,679,62,2026-05-17 12:00:00,PURCHASE
680,680,22,2026-05-15 12:00:00,PURCHASE
681,681,22,2026-05-15 12:00:00,PURCHASE
682,682,14,2026-05-14 12:00:00,PURCHASE
683,683,80,2026-05-04 12:00:00,PURCHASE
684,684,80,2026-05-04 12:00:00,PURCHASE
685,685,77,2026-05-06 12:00:00,PURCHASE
686,686,77,2026-05-06 12:00:00,PURCHASE
687,687,77,2026-05-06 12:00:00,PURCHASE
688,688,84,2026-05-01 12:00:00,PURCHASE
689,689,84,2026-05-01 12:00:00,PURCHASE
690,690,84,2026-05-01 12:00:00,PURCHASE
691,691,84,2026-05-01 12:00:00,PURCHASE
692,692,24,2026-05-08 12:00:00,PURCHASE
693,693,24,2026-05-08 12:00:00,PURCHASE
694,694,40,2026-04-26 12:00:00,PURCHASE
695,695,40,2026-04-26 12:00:00,PURCHASE
696,696,40,2026-04-26 12:00:00,PURCHASE
697,697,16,2026-05-21 12:00:00,PURCHASE
698,698,16,2026-05-21 12:00:00,PURCHASE
699,699,16,2026-05-21 12:00:00,PURCHASE
700,700,16,2026-05-21 12:00:00,PURCHASE
701,701,85,2026-05-17 12:00:00,PURCHASE
702,702,85,2026-05-17 12:00:00,PURCHASE
703,703,23,2026-05-05 12:00:00,PURCHASE
704,704,50,2026-05-14 12:00:00,PURCHASE
705,705,31,2026-05-02 12:00:00,PURCHASE
706,706,31,2026-05-02 12:00:00,PURCHASE
707,707,31,2026-05-02 12:00:00,PURCHASE
708,708,17,2026-04-28 12:00:00,PURCHASE
709,709,61,2026-05-22 12:00:00,PURCHASE
710,710,61,2026-05-22 12:00:00,PURCHASE
711,711,110,2026-05-11 12:00:00,PURCHASE
712,712,110,2026-05-11 12:00:00,PURCHASE
713,713,73,2026-04-26 12:00:00,PURCHASE
714,714,39,2026-05-17 12:00:00,PURCHASE
715,715,37,2026-05-11 12:00:00,PURCHASE
716,716,26,2026-05-16 12:00:00,PURCHASE
717,717,26,2026-05-16 12:00:00,PURCHASE
718,718,26,2026-05-16 12:00:00,PURCHASE
719,719,26,2026-05-16 12:00:00,PURCHASE
720,720,52,2026-04-28 12:00:00,PURCHASE
721,721,52,2026-04-28 12:00:00,PURCHASE
722,722,109,2026-05-04 12:00:00,PURCHASE
723,723,109,2026-05-04 12:00:00,PURCHASE
724,724,109,2026-05-04 12:00:00,PURCHASE
725,725,49,2026-05-05 12:00:00,PURCHASE
726,726,49,2026-05-05 12:00:00,PURCHASE
727,727,116,2026-05-12 12:00:00,PURCHASE
728,728,7,2026-05-18 12:00:00,PURCHASE
729,729,7,2026-05-18 12:00:00,PURCHASE
730,730,7,2026-05-18 12:00:00,PURCHASE
731,731,7,2026-05-18 12:00:00,PURCHASE
732,732,115,2026-05-06 12:00:00,PURCHASE
733,733,115,2026-05-06 12:00:00,PURCHASE
734,734,115,2026-05-06 12:00:00,PURCHASE
735,735,115,2026-05-06 12:00:00,PURCHASE
736,736,9,2026-04-24 12:00:00,PURCHASE
737,737,9,2026-04-24 12:00:00,PURCHASE
738,738,9,2026-04-24 12:00:00,PURCHASE
739,739,116,2026-05-02 12:00:00,PURCHASE
740,740,116,2026-05-02 12:00:00,PURCHASE
741,741,116,2026-05-02 12:00:00,PURCHASE
742,742,52,2026-05-19 12:00:00,PURCHASE
743,743,52,2026-05-19 12:00:00,PURCHASE
744,744,52,2026-05-19 12:00:00,PURCHASE
745,745,95,2026-05-02 12:00:00,PURCHASE
746,746,86,2026-05-11 12:00:00,PURCHASE
747,747,15,2026-05-17 12:00:00,PURCHASE
748,748,37,2026-05-05 12:00:00,PURCHASE
749,749,37,2026-05-05 12:00:00,PURCHASE
750,750,59,2026-04-23 12:00:00,PURCHASE
751,751,59,2026-04-23 12:00:00,PURCHASE
752,752,59,2026-04-23 12:00:00,PURCHASE
753,753,77,2026-05-03 12:00:00,PURCHASE
754,754,78,2026-05-20 12:00:00,PURCHASE
755,755,32,2026-05-17 12:00:00,PURCHASE
756,756,76,2026-04-25 12:00:00,PURCHASE
757,757,76,2026-04-25 12:00:00,PURCHASE
758,758,76,2026-04-25 12:00:00,PURCHASE
759,759,76,2026-04-25 12:00:00,PURCHASE
760,760,72,2026-05-21 12:00:00,PURCHASE
761,761,83,2026-05-11 12:00:00,PURCHASE
762,762,69,2026-05-02 12:00:00,PURCHASE
763,763,109,2026-05-07 12:00:00,PURCHASE
764,764,109,2026-05-07 12:00:00,PURCHASE
765,765,83,2026-05-03 12:00:00,PURCHASE
766,766,30,2026-05-04 12:00:00,PURCHASE
767,767,30,2026-05-17 12:00:00,PURCHASE
768,768,30,2026-05-17 12:00:00,PURCHASE
769,769,30,2026-05-17 12:00:00,PURCHASE
770,770,97,2026-05-18 12:00:00,PURCHASE
771,771,97,2026-05-18 12:00:00,PURCHASE
772,772,97,2026-05-18 12:00:00,PURCHASE
773,773,68,2026-05-07 12:00:00,PURCHASE
774,774,52,2026-05-17 12:00:00,PURCHASE
775,775,52,2026-05-17 12:00:00,PURCHASE
776,776,62,2026-04-30 12:00:00,PURCHASE
777,777,99,2026-05-21 12:00:00,PURCHASE
778,778,99,2026-05-21 12:00:00,PURCHASE
779,779,113,2026-04-27 12:00:00,PURCHASE
780,780,113,2026-04-27 12:00:00,PURCHASE
781,781,113,2026-04-27 12:00:00,PURCHASE
782,782,20,2026-05-01 12:00:00,PURCHASE
783,783,20,2026-05-01 12:00:00,PURCHASE
784,784,19,2026-05-08 12:00:00,PURCHASE
785,785,19,2026-05-08 12:00:00,PURCHASE
786,786,19,2026-05-08 12:00:00,PURCHASE
787,787,19,2026-05-08 12:00:00,PURCHASE
788,788,7,2026-05-08 12:00:00,PURCHASE
789,789,7,2026-05-08 12:00:00,PURCHASE
790,790,49,2026-05-02 12:00:00,PURCHASE
791,791,49,2026-05-02 12:00:00,PURCHASE
792,792,49,2026-05-02 12:00:00,PURCHASE
793,793,27,2026-05-20 12:00:00,PURCHASE
794,794,27,2026-05-20 12:00:00,PURCHASE
795,795,52,2026-05-21 12:00:00,PURCHASE
796,796,82,2026-05-22 12:00:00,PURCHASE
797,797,10,2026-05-02 12:00:00,PURCHASE
798,798,10,2026-05-02 12:00:00,PURCHASE
799,799,10,2026-05-02 12:00:00,PURCHASE
800,800,10,2026-05-02 12:00:00,PURCHASE
801,801,95,2026-05-18 12:00:00,PURCHASE
802,802,95,2026-05-18 12:00:00,PURCHASE
803,803,95,2026-05-18 12:00:00,PURCHASE
804,804,71,2026-05-15 12:00:00,PURCHASE
805,805,56,2026-04-28 12:00:00,PURCHASE
806,806,56,2026-04-28 12:00:00,PURCHASE
807,807,64,2026-05-10 12:00:00,PURCHASE
808,808,64,2026-05-10 12:00:00,PURCHASE
809,809,64,2026-05-10 12:00:00,PURCHASE
810,810,64,2026-05-10 12:00:00,PURCHASE
811,811,10,2026-05-17 12:00:00,PURCHASE
812,812,10,2026-05-17 12:00:00,PURCHASE
813,813,10,2026-05-17 12:00:00,PURCHASE
814,814,10,2026-05-17 12:00:00,PURCHASE
815,815,68,2026-05-21 12:00:00,PURCHASE
816,816,68,2026-05-21 12:00:00,PURCHASE
817,817,57,2026-05-09 12:00:00,PURCHASE
818,818,57,2026-05-09 12:00:00,PURCHASE
819,819,71,2026-05-07 12:00:00,PURCHASE
820,820,71,2026-05-07 12:00:00,PURCHASE
821,821,113,2026-04-30 12:00:00,PURCHASE
822,822,113,2026-04-30 12:00:00,PURCHASE
823,823,111,2026-04-23 12:00:00,PURCHASE
824,824,111,2026-04-23 12:00:00,PURCHASE
825,825,111,2026-04-23 12:00:00,PURCHASE
826,826,115,2026-05-01 12:00:00,PURCHASE
827,827,115,2026-05-01 12:00:00,PURCHASE
828,828,51,2026-05-16 12:00:00,PURCHASE
829,829,51,2026-05-16 12:00:00,PURCHASE
830,830,69,2026-05-18 12:00:00,PURCHASE
831,831,69,2026-05-18 12:00:00,PURCHASE
832,832,69,2026-05-18 12:00:00,PURCHASE
833,833,69,2026-05-18 12:00:00,PURCHASE
834,834,102,2026-05-16 12:00:00,PURCHASE
835,835,102,2026-05-16 12:00:00,PURCHASE
836,836,102,2026-05-16 12:00:00,PURCHASE
837,837,102,2026-05-16 12:00:00,PURCHASE
838,838,59,2026-05-04 12:00:00,PURCHASE
839,839,59,2026-05-04 12:00:00,PURCHASE
840,840,67,2026-04-27 12:00:00,PURCHASE
841,841,67,2026-04-27 12:00:00,PURCHASE
842,842,44,2026-05-10 12:00:00,PURCHASE
843,843,44,2026-05-10 12:00:00,PURCHASE
844,844,41,2026-01-06 12:00:00,PURCHASE
845,845,41,2026-01-06 12:00:00,PURCHASE
846,846,41,2026-01-06 12:00:00,PURCHASE
847,847,106,2026-01-08 12:00:00,PURCHASE
848,848,47,2026-02-01 12:00:00,PURCHASE
849,849,47,2026-02-01 12:00:00,PURCHASE
850,850,47,2026-02-01 12:00:00,PURCHASE
851,851,47,2026-02-01 12:00:00,PURCHASE
852,852,23,2026-01-16 12:00:00,PURCHASE
853,853,23,2026-01-16 12:00:00,PURCHASE
854,854,23,2026-01-16 12:00:00,PURCHASE
855,855,23,2026-01-16 12:00:00,PURCHASE
856,856,35,2026-01-22 12:00:00,PURCHASE
857,857,35,2026-01-22 12:00:00,PURCHASE
858,858,35,2026-01-22 12:00:00,PURCHASE
859,859,89,2026-01-26 12:00:00,PURCHASE
860,860,89,2026-01-26 12:00:00,PURCHASE
861,861,89,2026-01-26 12:00:00,PURCHASE
862,862,49,2026-02-01 12:00:00,PURCHASE
863,863,49,2026-02-01 12:00:00,PURCHASE
864,864,49,2026-02-01 12:00:00,PURCHASE
865,865,49,2026-02-01 12:00:00,PURCHASE
866,866,66,2026-01-30 12:00:00,PURCHASE
867,867,27,2026-02-04 12:00:00,PURCHASE
868,868,27,2026-02-04 12:00:00,PURCHASE
869,869,27,2026-02-04 12:00:00,PURCHASE
870,870,111,2026-01-09 12:00:00,PURCHASE
871,871,111,2026-01-09 12:00:00,PURCHASE
872,872,111,2026-01-09 12:00:00,PURCHASE
873,873,111,2026-01-09 12:00:00,PURCHASE
874,874,59,2026-01-06 12:00:00,PURCHASE
875,875,44,2026-01-25 12:00:00,PURCHASE
876,876,44,2026-01-25 12:00:00,PURCHASE
877,877,44,2026-01-25 12:00:00,PURCHASE
878,878,44,2026-01-25 12:00:00,PURCHASE
879,879,53,2026-02-03 12:00:00,PURCHASE
880,880,53,2026-02-03 12:00:00,PURCHASE
881,881,53,2026-02-03 12:00:00,PURCHASE
882,882,50,2026-01-06 12:00:00,PURCHASE
883,883,50,2026-01-06 12:00:00,PURCHASE
884,884,50,2026-01-06 12:00:00,PURCHASE
885,885,50,2026-01-06 12:00:00,PURCHASE
886,886,109,2026-01-10 12:00:00,PURCHASE
887,887,50,2026-01-18 12:00:00,PURCHASE
888,888,50,2026-01-18 12:00:00,PURCHASE
889,889,50,2026-01-18 12:00:00,PURCHASE
890,890,50,2026-01-18 12:00:00,PURCHASE
891,891,62,2026-01-10 12:00:00,PURCHASE
892,892,62,2026-01-10 12:00:00,PURCHASE
893,893,62,2026-01-10 12:00:00,PURCHASE
894,894,62,2026-01-10 12:00:00,PURCHASE
895,895,30,2026-01-21 12:00:00,PURCHASE
896,896,30,2026-01-21 12:00:00,PURCHASE
897,897,69,2026-01-12 12:00:00,PURCHASE
898,898,35,2026-01-14 12:00:00,PURCHASE
899,899,103,2026-01-13 12:00:00,PURCHASE
900,900,84,2026-01-25 12:00:00,PURCHASE
901,901,84,2026-01-25 12:00:00,PURCHASE
902,902,36,2026-01-19 12:00:00,PURCHASE
903,903,36,2026-01-19 12:00:00,PURCHASE
904,904,36,2026-01-19 12:00:00,PURCHASE
905,905,36,2026-01-19 12:00:00,PURCHASE
906,906,14,2026-01-11 12:00:00,PURCHASE
907,907,14,2026-01-11 12:00:00,PURCHASE
908,908,14,2026-01-11 12:00:00,PURCHASE
909,909,51,2026-01-08 12:00:00,PURCHASE
910,910,51,2026-01-08 12:00:00,PURCHASE
911,911,48,2026-01-11 12:00:00,PURCHASE
912,912,48,2026-01-11 12:00:00,PURCHASE
913,913,95,2026-01-15 12:00:00,PURCHASE
914,914,95,2026-01-15 12:00:00,PURCHASE
915,915,95,2026-01-15 12:00:00,PURCHASE
916,916,95,2026-01-15 12:00:00,PURCHASE
917,917,81,2026-01-15 12:00:00,PURCHASE
918,918,81,2026-01-15 12:00:00,PURCHASE
919,919,81,2026-01-15 12:00:00,PURCHASE
920,920,81,2026-01-15 12:00:00,PURCHASE
921,921,65,2026-01-30 12:00:00,PURCHASE
922,922,65,2026-01-30 12:00:00,PURCHASE
923,923,65,2026-01-30 12:00:00,PURCHASE
924,924,59,2026-01-07 12:00:00,PURCHASE
925,925,59,2026-01-07 12:00:00,PURCHASE
926,926,59,2026-01-07 12:00:00,PURCHASE
927,927,59,2026-01-07 12:00:00,PURCHASE
928,928,57,2026-01-21 12:00:00,PURCHASE
929,929,57,2026-01-21 12:00:00,PURCHASE
930,930,57,2026-01-21 12:00:00,PURCHASE
931,931,57,2026-01-21 12:00:00,PURCHASE
932,932,70,2026-01-27 12:00:00,PURCHASE
933,933,70,2026-01-27 12:00:00,PURCHASE
934,934,25,2026-01-29 12:00:00,PURCHASE
935,935,25,2026-01-29 12:00:00,PURCHASE
936,936,25,2026-01-29 12:00:00,PURCHASE
937,937,32,2026-01-25 12:00:00,PURCHASE
938,938,32,2026-01-25 12:00:00,PURCHASE
939,939,67,2026-01-18 12:00:00,PURCHASE
940,940,43,2026-01-16 12:00:00,PURCHASE
941,941,69,2026-01-19 12:00:00,PURCHASE
942,942,69,2026-01-19 12:00:00,PURCHASE
943,943,35,2026-01-13 12:00:00,PURCHASE
944,944,35,2026-01-13 12:00:00,PURCHASE
945,945,35,2026-01-13 12:00:00,PURCHASE
946,946,35,2026-01-13 12:00:00,PURCHASE
947,947,31,2026-01-24 12:00:00,PURCHASE
948,948,90,2026-01-20 12:00:00,PURCHASE
949,949,90,2026-01-20 12:00:00,PURCHASE
950,950,90,2026-01-20 12:00:00,PURCHASE
951,951,90,2026-01-20 12:00:00,PURCHASE
952,952,62,2026-01-15 12:00:00,PURCHASE
953,953,62,2026-01-15 12:00:00,PURCHASE
954,954,62,2026-01-15 12:00:00,PURCHASE
955,955,62,2026-01-15 12:00:00,PURCHASE
956,956,109,2026-01-15 12:00:00,PURCHASE
957,957,109,2026-01-15 12:00:00,PURCHASE
958,958,109,2026-01-15 12:00:00,PURCHASE
959,959,17,2026-01-12 12:00:00,PURCHASE
960,960,94,2026-01-13 12:00:00,PURCHASE
961,961,94,2026-01-13 12:00:00,PURCHASE
962,962,94,2026-01-13 12:00:00,PURCHASE
963,963,93,2026-01-08 12:00:00,PURCHASE
964,964,11,2026-02-02 12:00:00,PURCHASE
965,965,68,2026-02-03 12:00:00,PURCHASE
966,966,92,2026-01-17 12:00:00,PURCHASE
967,967,92,2026-01-17 12:00:00,PURCHASE
968,968,92,2026-01-17 12:00:00,PURCHASE
969,969,46,2026-01-26 12:00:00,PURCHASE
970,970,60,2026-01-15 12:00:00,PURCHASE
971,971,60,2026-01-15 12:00:00,PURCHASE
972,972,60,2026-01-15 12:00:00,PURCHASE
973,973,100,2026-01-28 12:00:00,PURCHASE
974,974,29,2026-01-31 12:00:00,PURCHASE
975,975,29,2026-01-31 12:00:00,PURCHASE
976,976,60,2026-01-14 12:00:00,PURCHASE
977,977,60,2026-01-14 12:00:00,PURCHASE
978,978,89,2026-01-22 12:00:00,PURCHASE
979,979,89,2026-01-22 12:00:00,PURCHASE
980,980,89,2026-01-22 12:00:00,PURCHASE
981,981,9,2026-01-27 12:00:00,PURCHASE
982,982,9,2026-01-27 12:00:00,PURCHASE
983,983,9,2026-01-27 12:00:00,PURCHASE
984,984,14,2026-01-22 12:00:00,PURCHASE
985,985,14,2026-01-22 12:00:00,PURCHASE
986,986,108,2026-01-28 12:00:00,PURCHASE
987,987,108,2026-01-28 12:00:00,PURCHASE
988,988,108,2026-01-28 12:00:00,PURCHASE
989,989,30,2026-01-14 12:00:00,PURCHASE
990,990,30,2026-01-14 12:00:00,PURCHASE
991,991,30,2026-01-14 12:00:00,PURCHASE
992,992,30,2026-01-14 12:00:00,PURCHASE
993,993,109,2026-01-12 12:00:00,PURCHASE
994,994,94,2026-01-07 12:00:00,PURCHASE
995,995,115,2026-01-24 12:00:00,PURCHASE
996,996,115,2026-01-24 12:00:00,PURCHASE
997,997,115,2026-01-24 12:00:00,PURCHASE
998,998,115,2026-01-24 12:00:00,PURCHASE
999,999,58,2026-01-12 12:00:00,PURCHASE
1000,1000,58,2026-01-12 12:00:00,PURCHASE
1001,1001,19,2026-01-22 12:00:00,PURCHASE
1002,1002,19,2026-01-22 12:00:00,PURCHASE
1003,1003,102,2026-01-07 12:00:00,PURCHASE
1004,1004,116,2026-01-24 12:00:00,PURCHASE
1005,1005,116,2026-01-24 12:00:00,PURCHASE
1006,1006,116,2026-01-24 12:00:00,PURCHASE
1007,1007,116,2026-01-24 12:00:00,PURCHASE
1008,1008,30,2026-01-09 12:00:00,PURCHASE
1009,1009,30,2026-01-09 12:00:00,PURCHASE
1010,1010,30,2026-01-09 12:00:00,PURCHASE
1011,1011,20,2026-01-16 12:00:00,PURCHASE
1012,1012,20,2026-01-16 12:00:00,PURCHASE
1013,1013,73,2026-01-14 12:00:00,PURCHASE
1014,1014,73,2026-01-14 12:00:00,PURCHASE
1015,1015,38,2026-01-24 12:00:00,PURCHASE
1016,1016,38,2026-01-24 12:00:00,PURCHASE
1017,1017,38,2026-01-24 12:00:00,PURCHASE
1018,1018,10,2026-01-14 12:00:00,PURCHASE
1019,1019,99,2026-01-07 12:00:00,PURCHASE
1020,1020,99,2026-01-07 12:00:00,PURCHASE
1021,1021,99,2026-01-07 12:00:00,PURCHASE
1022,1022,43,2026-01-26 12:00:00,PURCHASE
1023,1023,43,2026-01-26 12:00:00,PURCHASE
1024,1024,43,2026-01-26 12:00:00,PURCHASE
1025,1025,43,2026-01-26 12:00:00,PURCHASE
1026,1026,99,2026-01-24 12:00:00,PURCHASE
1027,1027,99,2026-01-24 12:00:00,PURCHASE
1028,1028,66,2026-01-15 12:00:00,PURCHASE
1029,1029,81,2026-02-01 12:00:00,PURCHASE
1030,1030,81,2026-02-01 12:00:00,PURCHASE
1031,1031,81,2026-02-01 12:00:00,PURCHASE
1032,1032,81,2026-02-01 12:00:00,PURCHASE
1033,1033,47,2026-01-29 12:00:00,PURCHASE
1034,1034,47,2026-01-29 12:00:00,PURCHASE
1035,1035,47,2026-01-29 12:00:00,PURCHASE
1036,1036,47,2026-01-29 12:00:00,PURCHASE
1037,1037,52,2026-01-23 12:00:00,PURCHASE
1038,1038,52,2026-01-23 12:00:00,PURCHASE
1039,1039,52,2026-01-23 12:00:00,PURCHASE
1040,1040,52,2026-01-23 12:00:00,PURCHASE
1041,1041,104,2026-01-18 12:00:00,PURCHASE
1042,1042,104,2026-01-18 12:00:00,PURCHASE
1043,1043,104,2026-01-18 12:00:00,PURCHASE
1044,1044,91,2026-01-31 12:00:00,PURCHASE
1045,1045,91,2026-01-31 12:00:00,PURCHASE
1046,1046,91,2026-01-31 12:00:00,PURCHASE
1047,1047,115,2026-01-22 12:00:00,PURCHASE
1048,1048,18,2026-01-28 12:00:00,PURCHASE
1049,1049,18,2026-01-28 12:00:00,PURCHASE
1050,1050,18,2026-01-28 12:00:00,PURCHASE
1051,1051,29,2026-01-22 12:00:00,PURCHASE
1052,1052,29,2026-01-22 12:00:00,PURCHASE
1053,1053,37,2026-01-24 12:00:00,PURCHASE
1054,1054,37,2026-01-24 12:00:00,PURCHASE
1055,1055,37,2026-01-24 12:00:00,PURCHASE
1056,1056,37,2026-01-24 12:00:00,PURCHASE
1057,1057,53,2026-01-23 12:00:00,PURCHASE
1058,1058,88,2026-01-17 12:00:00,PURCHASE
1059,1059,88,2026-01-17 12:00:00,PURCHASE
1060,1060,88,2026-01-17 12:00:00,PURCHASE
1061,1061,88,2026-01-17 12:00:00,PURCHASE
1062,1062,62,2026-01-27 12:00:00,PURCHASE
1063,1063,108,2026-01-17 12:00:00,PURCHASE
1064,1064,108,2026-01-17 12:00:00,PURCHASE
1065,1065,108,2026-01-17 12:00:00,PURCHASE
1066,1066,28,2026-01-07 12:00:00,PURCHASE
1067,1067,28,2026-01-07 12:00:00,PURCHASE
1068,1068,116,2026-01-19 12:00:00,PURCHASE
