performance_id,seat_id,hold_type,ticket_id
27,8169,SOLD,1655
27,7798,SOLD,1657
27,8162,SOLD,1658
27,7827,SOLD,1659
27,7642,SOLD,1660
27,8331,SOLD,1663
27,7826,SOLD,1665
27,7879,SOLD,1666
27,7961,SOLD,1667
27,8251,SOLD,1670
27,7524,SOLD,1671
27,7936,SOLD,1673
27,8060,SOLD,1674
27,7677,SOLD,1675
27,7404,SOLD,1677
27,8300,SOLD,1678
27,7815,SOLD,1680
27,8485,SOLD,1682
27,7643,SOLD,1683
27,7897,SOLD,1684
27,7548,SOLD,1686
27,7977,SOLD,1689
27,8311,SOLD,1690
27,7599,SOLD,1691
27,8114,SOLD,1692
27,7528,SOLD,1693
27,8241,SOLD,1694
27,7489,SOLD,1696
27,8443,SOLD,1697
27,7654,SOLD,1701
27,7503,SOLD,1703
27,7983,SOLD,1704
27,8095,SOLD,1706
27,7972,SOLD,1707
27,7633,SOLD,1709
27,7608,SOLD,1710
27,7536,SOLD,1711
27,8174,SOLD,1712
27,8333,SOLD,1714
27,7328,SOLD,1715
27,7555,SOLD,1717
27,8155,SOLD,1718
27,8329,SOLD,1720
27,7603,SOLD,1722
27,7549,SOLD,1723
27,7511,SOLD,1724
27,7544,SOLD,1725
27,8287,SOLD,1726
27,7591,SOLD,1728
27,7680,SOLD,1730
27,7999,SOLD,1731
27,8433,SOLD,1732
27,8011,SOLD,1733
27,8184,SOLD,1734
27,8387,SOLD,1735
27,8429,SOLD,1736
27,8456,SOLD,1737
27,7512,SOLD,1739
27,8224,SOLD,1740
27,8470,SOLD,1741
27,7712,SOLD,1742
27,8284,SOLD,1743
27,8436,SOLD,1746
27,8240,SOLD,1747
27,8427,SOLD,1749
27,8226,SOLD,1750
27,8203,SOLD,1751
27,7538,SOLD,1753
27,7943,SOLD,1754
27,7843,SOLD,1756
27,7483,SOLD,1757
27,8297,SOLD,1759
27,8441,SOLD,1760
27,8322,SOLD,1761
27,7800,SOLD,1762
27,8354,SOLD,1763
27,7371,SOLD,1765
27,8314,SOLD,1766
27,8228,SOLD,1767
27,7946,SOLD,1769
27,7663,SOLD,1770
27,8364,SOLD,1771
27,7540,SOLD,1772
27,7667,SOLD,1773
27,7475,SOLD,1775
27,7578,SOLD,1777
27,7375,SOLD,1778
27,8141,SOLD,1779
27,7925,SOLD,1784
1,4873,SOLD,1785
1,4881,SOLD,1786
1,4877,SOLD,1787
1,4875,SOLD,1788
1,4865,SOLD,1789
1,4867,SOLD,1790
1,4869,SOLD,1791
1,4883,SOLD,1792
1,4871,SOLD,1793
1,4879,SOLD,1794
11,3437,SOLD,1795
11,3436,SOLD,1796
11,3433,SOLD,1797
11,3434,SOLD,1798
11,3438,SOLD,1799
11,3435,SOLD,1800
59,4867,SOLD,1802
17,1,SOLD,1803
58,3433,SOLD,1804
58,3434,SOLD,1805
47,4870,SOLD,1806
47,4871,SOLD,1807
3,1173,SOLD,1808
19,7319,SOLD,1809
19,7320,SOLD,1810
35,4865,SOLD,1811
4,6040,SOLD,1812
21,6042,SOLD,1814
29,7317,SOLD,1815
3,1174,SOLD,1816
3,1175,SOLD,1817
47,4872,SOLD,1818
47,4873,SOLD,1819
47,4874,SOLD,1820
47,4875,SOLD,1821
29,7318,SOLD,1822
43,1173,SOLD,1823
43,1174,SOLD,1824
49,6037,SOLD,1825
18,4,SOLD,1826
18,5,SOLD,1827
19,7321,SOLD,1828
19,7322,SOLD,1829
35,4866,SOLD,1830
44,1,SOLD,1831
44,2,SOLD,1832
2,7318,SOLD,1833
2,7319,SOLD,1834
49,6038,SOLD,1835
49,6039,SOLD,1836
49,6040,SOLD,1837
49,6041,SOLD,1838
18,6,SOLD,1839
18,7,SOLD,1840
18,8,SOLD,1841
18,9,SOLD,1842
50,3436,SOLD,1843
50,3437,SOLD,1844
47,4876,SOLD,1845
47,4877,SOLD,1846
47,4878,SOLD,1847
29,7319,SOLD,1848
29,7320,SOLD,1849
29,7321,SOLD,1850
28,4149,SOLD,1851
28,4150,SOLD,1852
28,4151,SOLD,1853
28,4152,SOLD,1854
15,3438,SOLD,1855
15,3439,SOLD,1856
15,3440,SOLD,1857
15,3441,SOLD,1858
58,3921,BLOCKED,
58,3684,BLOCKED,
58,3804,BLOCKED,
58,3604,BLOCKED,
58,3958,BLOCKED,
58,4037,BLOCKED,
58,4058,BLOCKED,
58,3518,BLOCKED,
58,3711,BLOCKED,
25,6159,BLOCKED,
25,7079,BLOCKED,
25,7199,BLOCKED,
25,6528,BLOCKED,
25,6600,BLOCKED,
25,6208,BLOCKED,
25,7200,BLOCKED,
25,6334,BLOCKED,
28,4525,BLOCKED,
28,4503,BLOCKED,
28,4638,BLOCKED,
28,4779,BLOCKED,
28,4505,BLOCKED,
28,4675,BLOCKED,
28,4456,BLOCKED,
28,4650,BLOCKED,
28,4536,BLOCKED,
30,4599,BLOCKED,
30,4679,BLOCKED,
30,4810,BLOCKED,
30,4862,BLOCKED,
30,4310,BLOCKED,
30,4209,BLOCKED,
30,4619,BLOCKED,
30,4340,BLOCKED,
30,4741,BLOCKED,
30,4727,BLOCKED,
30,4592,BLOCKED,
30,4670,BLOCKED,
41,3497,BLOCKED,
41,3858,BLOCKED,
41,3889,BLOCKED,
41,4068,BLOCKED,
41,3438,BLOCKED,
41,3760,BLOCKED,
41,3797,BLOCKED,
41,3827,BLOCKED,
41,3688,BLOCKED,
